key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes
17077731,"Is fusion necessary for surgically treated burst fractures of the thoracolumbar and lumbar spine?: a prospective, randomized study.",2006,1,1,Spine,,31,23,2646-52; discussion 2653,"Wang, Shih-Tien and Ma, Hsiao-Li and Liu, Chien-Lin and Yu, Wing-Kwong and Chang, Ming-Chau and Chen, Tain-Hsiung",https://www.ncbi.nlm.nih.gov/pubmed/17077731,eng,,,"Study design: 
A prospective clinical trial was conducted.
Objectives: 
To compare the results of fusion versus nonfusion for surgically treated burst fractures of the thoracolumbar and lumbar spine.
Summary of background data: 
The operative results of surgically treated burst fractures with short segmental fixation have been well documented. There is no report comparing the results of fusion and nonfusion.
Methods: 
Fifty-eight patients were included in this study, with the inclusion criteria as follows: neurologically intact spine with a kyphotic angle > or = 20 degrees, decreased vertebral body height > or = 50% or a canal compromise > or = 50%, incomplete neurologic deficit with a canal compromise 50%, complete neurologic deficit, and multilevel spinal injury or multiple traumas. All patients were randomly assigned to fusion or nonfusion groups, and operative treatment with posterior reduction and instrumentation was carried out. Posterior fusion with autogenous bone graft was performed for the fusion group (n = 30), and no fusion procedure was done for the nonfusion group (n = 28). The average follow-up period was 41 months (range, 24-71 months).
Results: 
The average loss of kyphotic angle was not statistically significant between these 2 groups. The radiographic parameters were statistically significantly better in the nonfusion group, including angular change in the flexion-extension lateral view (4.8 degrees vs. 1.0 degrees), lost correction of decreased vertebral body height (3.6% vs. 8.3%), intraoperative estimated blood loss (303 mL vs. 572 mL), and operative time (162 minutes vs. 224 minutes). The scores on the low back outcome scale were not statistically significant for these 2 groups.
Conclusions: 
The short-term results of short segmental fixation without fusion for surgically treated burst fractures of the thoracolumbar spine were satisfactory. The advantages of instrumentation without fusion are the elimination of donor site complications, saving more motion segments, and reducing blood loss and operative time."," RAYYAN-INCLUSION: {""Pavel""=>true, ""dursunov.eldar97""=>true, ""lumena27""=>true}"
16622372,Combined anterior plus posterior stabilization versus posterior short-segment instrumentation and fusion for mid-lumbar (L2-L4) burst fractures.,2006,1,15,Spine,,31,8,859-68,"Korovessis, Panagiotis and Baikousis, Andreas and Zacharatos, Spyridon and Petsinis, Georgios and Koureas, Georgios and Iliopoulos, Panagiotis",https://www.ncbi.nlm.nih.gov/pubmed/16622372,eng,,,"Study design: 
Prospective randomized study. OBJECTIVES.: To compare the results of the combined anterior-posterior surgery (Group A) with posterior ""short-segment"" transpedicular fixation (SSTF) (Group B) in mid-lumbar burst fractures.
Summary of background data: 
There are no comparative randomized clinical studies on the outcome following operative treatment of mid-lumbar fractures.
Methods: 
Forty consecutive patients with L2-L4 fresh single A3-type/AO burst fractures and load sharing score up to 6 were randomly selected to underwent either combined one-stage anterior stabilization with mesh cage and SSTF (Group A) or solely SSTF with intermediate screws in the fractured vertebra (Group B). Kyphotic Gardner angle, anterior and posterior vertebral body height (PVBHr, AVBHr), spinal canal encroachment (SCE), SF-36, VAS, and Frankel classification were used.
Results: 
The follow-up observation averaged 46 and 48 months for Group A and B, respectively. Operative time, blood loss, and hospital stay were significant more in Group A. More surgical complications were observed in the Group A. After surgery, VAS was reduced to 4.3 and 3.6 for Group A and Group B, respectively. The SF-36 domains Role physical and Bodily pain improved significantly only in Group B (P = 0.05) and (P = 0.06), respectively. Correction of AVBHr, PVBHr, and spinal canal clearance was similar in both groups. Spinal canal clearance did not differ between the two groups, but it was continuous until the last evaluation in Group B. The final Gardner angle loss of correction averaged 2 degrees and 5 degrees for Group A and Group B, respectively. The posttraumatic Gardner deformity did not significantly improve by SSTF at the final evaluation in the spines of Group B. Gardner angle correlated significantly with SCE in Group B and Group A in all three periods and in the last evaluation, respectively. Frankel grade did not correlate with loss of correction of AVBHr and PVBHr in Group A, while it significantly correlated with loss of PVBHr correction and SCE in the patients of Group B. There was no neurologic deterioration after surgery in any patient. VAS and SF-36 scores did not significantly correlate with the loss of kyphotic angle correction and AVBHr, PVBHr at the final observation in any patient of both groups.
Conclusions: 
SSTF offered similar significant short-term correction of posttraumatic deformities associated with mid-lumbar A3-burst fractures, but better clinical results as compared to combined surgery. However, SSTF did not significantly maintain the after surgery achieved correction of local posttraumatic kyphosis at the final evaluation. Thus, SSTF is not recommended for operative stabilization of fractures with this severity."," RAYYAN-INCLUSION: {""Pavel""=>true, ""dursunov.eldar97""=>true, ""lumena27""=>true}"
15699801,"Anterior versus posterior treatment of stable thoracolumbar burst fractures without neurologic deficit: a prospective, randomized study.",2005,1,1,Journal of spinal disorders & techniques,1539-2465,18,,S15-23,"Wood, K B and Bohn, D and Mehbod, A",https://www.ncbi.nlm.nih.gov/pubmed/15699801,eng,,,"Objective: 
A prospective randomized study was conducted to determine whether there exist any differences in radiographic, clinical, or functional outcomes when individuals with stable burst fractures of the thoracolumbar junction without neurologic deficit are treated with either a posterior fusion with instrumentation or anterior reconstruction, fusion, and instrumentation. There exists relatively little literature evaluating the outcomes of individuals treated with anterior surgery, and no prospective randomized studies exist comparing the two treatment approaches.
Methods: 
From May 1995 to March 2001, a consecutive series of subjects with acute isolated burst fractures of the thoracolumbar junction (T10-L2) without neurologic deficit were randomized to receive either an anterior fusion with instrumentation or a posterior fusion with instrumentation. Radiographs including computed tomography (CT) were obtained. Radiographs were repeated at 2, 4, 6, 12, and 24 months. The CT scan was also repeated at 24 months. Hospital stay, cost, operating time, blood loss, complications, and patient-related functional outcomes were measured.
Results: 
Of 43 enrolled, 38 completed a minimum of 2-year follow-up (average: 43 months; range: 24-108 months). Eighteen received a posterior spine fusion and 20 an anterior approach. Hospital stay and operating time were similar. Blood loss was higher in the group treated anteriorly; however, the incidence of transfusion was the same. There were 17 ""complications"" including instrumentation removal for pain in 18 patients treated posteriorly, but only 3 minor complications in 3 patients treated anteriorly. Patient-related functional outcomes were similar for the two groups.
Conclusions: 
Although patient outcomes are similar, anterior fusion and instrumentation for thoracolumbar burst fractures may present fewer complications or additional surgeries."," RAYYAN-INCLUSION: {""Pavel""=>true, ""dursunov.eldar97""=>true, ""lumena27""=>true}"
12728024,"Operative compared with nonoperative treatment of a thoracolumbar burst fracture without neurological deficit. A prospective, randomized study.",2003,1,1,The Journal of bone and joint surgery. American volume,1535-1386,85,5,773-81,"Wood, K and Buttermann, G and Butterman, G and Mehbod, A and Garvey, T and Jhanjee, R and Sechriest, V",https://www.ncbi.nlm.nih.gov/pubmed/12728024,eng,,,"Background: 
To our knowledge, a prospective, randomized study comparing operative and nonoperative treatment of a thoracolumbar burst fracture in patients without a neurological deficit has never been performed. Our hypothesis was that operative treatment would lead to superior long-term clinical outcomes.
Methods: 
From 1994 to 1998, forty-seven consecutive patients (thirty-two men and fifteen women) with a stable thoracolumbar burst fracture and no neurological deficit were randomized to one of two treatment groups: operative (posterior or anterior arthrodesis and instrumentation) or nonoperative treatment (application of a body cast or orthosis). Radiographs and computed tomography scans were analyzed for sagittal alignment and canal compromise. All patients completed a questionnaire to assess any disability they may have had before the injury, and they indicated the degree of pain at the time of presentation with use of a visual analog scale. The average duration of follow-up was forty-four months (minimum, twenty-four months). After treatment, patients indicated the degree of pain with use of the visual analog scale and they completed the Roland and Morris disability questionnaire, the Oswestry back-pain questionnaire, and the Short Form-36 (SF-36) health survey.
Results: 
In the operative group (twenty-four patients), the average fracture kyphosis was 10.1 degrees at the time of admission and 13 degrees at the final follow-up evaluation. The average canal compromise was 39% on admission, and it improved to 22% at the final follow-up examination. In the nonoperative group (twenty-three patients), the average kyphosis was 11.3 degrees at the time of admission and 13.8 degrees at the final follow-up examination after treatment. The average canal compromise was 34% at the time of admission and improved to 19% at the final follow-up examination. On the basis of the numbers available, no significant difference was found between the two groups with respect to return to work. The average pain scores at the time of the latest follow-up were similar for both groups. The preinjury scores were similar for both groups; however, at the time of the final follow-up, those who were treated nonoperatively reported less disability. Final scores on the SF-36 and Oswestry questionnaires were similar for the two groups, although certain trends favored those treated without surgery. Complications were more frequent in the operative group.
Conclusion: 
We found that operative treatment of patients with a stable thoracolumbar burst fracture and normal findings on the neurological examination provided no major long-term advantage compared with nonoperative treatment."," RAYYAN-INCLUSION: {""Pavel""=>true, ""dursunov.eldar97""=>true, ""lumena27""=>true}"
2218713,Evaluation of surgical treatment for burst fractures.,1990,1,1,Spine,,15,7,667-73,"Esses, S I and Botsford, D J and Kostuik, J P",https://www.ncbi.nlm.nih.gov/pubmed/2218713,eng,,,"The authors instituted a prospective, randomized study of patients presenting with acute burst fractures of the thoracolumbar and lumbar spine. Patients were alternately treated by posterior distraction using pedicle instrumentation (AO fixateur interne) or anterior decompression and instrumentation (Kostuik-Harrington device). Forty patients are presented with a mean follow-up of 20 months. Preoperatively, there was significant canal compromise in 39 patients. This measured 44.5% in those patients undergoing posterior surgery and 58% in those patients undergoing anterior surgery. Postoperatively, this was reduced to 16.5% and 4%, respectively. There is a statistically significant difference between these two groups (P less than 0.0001). The mean preoperative kyphotic deformity was 18.7 degrees in those patients treated by anterior surgery and 18.2 degrees in the group treated by posterior surgery. At last follow-up, the mean improvement in kyphotic deformity was 9.3 degrees in the anterior group and 11.3 degrees in the posterior group. There is no statistically significant difference between these two groups. There were two implant failures of the anterior Kostuik-Harrington construct and two implant failures of the AO fixateur interne. Blood loss was significantly higher in the patients undergoing anterior surgery, but there were no complications from thoracotomy and anterior decompression of the dural sac. This study supports the hypothesis that posterior distraction instrumentation can effectively decompress the canal and correct kyphosis in patients sustaining burst-type injuries. Anterior surgery, however, results in a more complete and reliable decompression of the canal."," RAYYAN-INCLUSION: {""Pavel""=>true, ""dursunov.eldar97""=>true, ""lumena27""=>true}"
26051881,Percutaneous versus open pedicle screw fixation for treatment of thoracolumbar fractures: Systematic review and meta-analysis of comparative studies.,2015,1,1,Clinical neurology and neurosurgery,1872-6968,135,,85-92,"Phan, Kevin and Rao, Prashanth J and Mobbs, Ralph J",https://www.ncbi.nlm.nih.gov/pubmed/26051881,eng,,,"Background: 
The main aims of managing thoracolumbar fractures involve stabilization of traumatized regions, to promote vertebral healing or segmental fusion. Recently, percutaneous pedicle screw fixation has evolved as an alternative approach for the treatment of thoracolumbar fractures, aiming to minimize soft tissue injury and perioperative morbidity. A systematic review and meta-analysis was conducted to compare outcomes of percutaneous versus open pedicle screw fixation for thoracolumbar fractures.
Methods: 
Relevant articles were identified from six electronic databases from their inception to December 2014.
Results: 
From 12 relevant studies identified, 279 patients undergoing percutaneous fixation were compared with 340 open fixation procedures. Operative duration was significantly shorter in the percutaneous group by 19 min (P = 0.0002). The percutaneous approach was also associated with shorter hospital stay by 5.7 days (P = 0.0007). Whilst there was no difference in screw malpositioning (RR, 0.77; 95% CI, 0.33, 1.83; P = 0.56), the percutaneous approach had lower rates of infections (RR, 0.36; 95% CI, 0.13, 1.00; P = 0.05), and superior visual analogue scale clinical outcomes (P = 0.001). No difference was found between the groups in terms of postoperative Cobb angle (P = 0.22), postoperative body angle (P = 0.66), and postoperative anterior body height (P = 0.19).
Conclusions: 
The percutaneous approach was associated with shorter operative duration and hospital stay, reduced intraoperative blood loss and reduced infection rates. Given the lack of robust clinical evidence, these findings warrant verification in large prospective registries and randomized trials."," RAYYAN-INCLUSION: {""Pavel""=>true, ""dursunov.eldar97""=>true, ""lumena27""=>true}"
23728686,Pedicle screw fixation for traumatic fractures of the thoracic and lumbar spine.,2013,1,31,The Cochrane database of systematic reviews,,,5,CD009073,"Cheng, Li Ming and Wang, Jian Jie and Zeng, Zhi Li and Zhu, Rui and Yu, Yan and Li, Chunbo and Wu, Zhou Rui",https://www.ncbi.nlm.nih.gov/pubmed/23728686,eng,,,"Background: 
Spine fractures are common. The treatment of traumatic fractures of the thoracic and lumbar spine remains controversial but surgery involving pedicle screw fixation has become a popular option.
Objectives: 
To assess the effects (benefits and harms) of pedicle screw fixation for traumatic fractures of the thoracic and lumbar spine.
Search methods: 
We searched the Cochrane Bone, Joint and Muscle Trauma Group Specialised Register (March 2011), the Cochrane Central Register of Controlled Trials (CENTRAL; The Cochrane Library, 2011 Issue 1), MEDLINE (1948 to March 2011), EMBASE (1980 to 2011 Week 11), the Chinese Biomedical Database (CBM Database) (1978 to March 2011), the WHO International Clinical Trials Registry Platform (March 2011), reference lists of articles and conference proceedings.
Selection criteria: 
Randomised controlled trials (RCTs) and quasi-randomised controlled trials comparing pedicle screw fixation and other methods of surgical treatment, or different methods of pedicle screw fixation, for treating traumatic fractures of the thoracic and lumbar spine.
Data collection and analysis: 
Three review authors independently performed study selection, risk of bias assessment and data extraction. Limited meta-analysis was performed.
Main results: 
Pedicle screw fixation versus other methods of surgery that do not involve pedicle screw fixation was not looked at in any of the identified trials. Studies that were identified investigated different methods of pedicle fixation.Five randomised and three quasi-randomised controlled trials were included. All were at high or unclear risk of various biases, including selection, performance and detection bias. A total of 448 patients with thoracic and lumbar spine fractures were included in the review. Participants were restricted to individuals without neurological impairment in five trials. The mean ages of study populations of the eight trials ranged from 33 to 41 years, and participants had generally experienced traumatic injury. Mean follow-up for trial participants in the eight trials ranged from 28 to 72 months.Five comparisons were tested.Two trials compared short-segment instrumentation versus long-segment instrumentation. These studies found no significant differences between the two groups in self-reported function and quality of life at final follow-up. Aside from one participant, who sustained partial neurological deterioration that was resolved by further surgery (group not known), no neurological deterioration was noted in these trials.One trial comparing short-segment instrumentation with transpedicular bone grafting versus short-segment fixation alone found no significant difference between the two groups related to patient-perceived function and pain at final follow-up. All participants had normal findings on neurological examination at final follow-up.Two trials compared posterior instrumentation with fracture level screw incorporation ('including' group) versus posterior instrumentation alone ('bridging' group). Investigators reported no differences between the two groups in patient-reported function, quality of life, or pain at final follow-up. One trial confirmed that all participants had normal findings on neurological examination at final follow-up.One trial comparing monosegmental pedicle screw instrumentation versus short-segment pedicle instrumentation found no significant differences between the two groups in Oswestry Disability Index results or in pain scores at final follow-up. No neurological deterioration was reported.Three trials compared posterior instrumentation with fusion versus posterior instrumentation without fusion. Researchers found no differences between the two groups in function and quality of life or pain. No participants showed a decline in neurological status in any of the three trials, and no significant difference was reported between groups in the numbers whose status had improved at final follow-up. Two trials stated that patients in the fusion group frequently had donor site pain. Other reported complications included deep vein thrombosis and superficial infection.
Authors' conclusions: 
This review included only eight small trials and five different comparisons of methods of pedicle fixation in various participants while looking at a variety of outcomes at different time points. Overall, evidence is insufficient to inform the selection of different methods of pedicle screw fixation or the combined use of fusion. However, in the absence of robust evidence to support fusion, it is important to factor the risk of long-term donor site pain related to bone harvesting into the decision of whether to use this intervention. Further research involving high-quality randomised trials is needed."," RAYYAN-INCLUSION: {""Pavel""=>true, ""dursunov.eldar97""=>true, ""lumena27""=>true}"
24018981,Percutaneous short-segment pedicle screw placement without fusion in the treatment of thoracolumbar burst fractures: is it effective?: comparative study with open short-segment pedicle screw fixation with posterolateral fusion.,2013,1,1,Acta neurochirurgica,0942-0940,155,12,2305-12; discussion 2312,"Lee, Jung-Kil and Jang, Jae-Won and Kim, Tae-Wan and Kim, Tae-Sun and Kim, Soo-Han and Moon, Sung-Jun",https://www.ncbi.nlm.nih.gov/pubmed/24018981,eng,,,"Background: 
Since introduction of the pedicle screw-rod system, short-segment pedicle screw fixation has been widely adopted for thoracolumbar burst fractures (TLBF). Recently, the percutaneous pedicle screw fixation (PPSF) systems have been introduced in spinal surgery; and it has become a popularly used method for the treatment of degenerative spinal disease. However, there are few clinical reports concerning the efficacy of PPSF without fusion in treatment of TLBF. The purpose of this study was to determine the efficacy and safety of short-segment PPSF without fusion in comparison to open short-segment pedicle screw fixation with bony fusion in treatment of TLBF.
Methods: 
This study included 59 patients, who underwent either percutaneous (n = 32) or open (n = 27) short-segment pedicle screw fixation for stabilization of TLBF between December 2003 and October 2009. Radiographs were obtained before surgery, immediately after surgery, and at the final follow-up for assessment of the restoration of the spinal column. For radiologic parameters, Cobb angle, vertebral wedge angle, and vertebral body compression ratio were assessed on a lateral thoracolumbar radiograph. For patient's pain and functional assessment, the visual analogue scale (VAS), the Frankel grading system, and Low Back Outcome Score (LBOS) were measured. Operation time, and the amount of intraoperative bleeding loss were also evaluated.
Findings: 
In both groups, regional kyphosis (Cobb angle) showed significant improvement immediately after surgery, which was maintained until the last follow up, compared with preoperative regional kyphosis. Postoperative correction loss showed no significant difference between the two groups at the final follow-up. In the percutaneous surgery group, there were significant declines of intraoperative blood loss, and operation time compared with the open surgery group. Clinical results showed that the percutaneous surgery group had a lower VAS score and a better LBOS at three months and six months after surgery; however, the outcomes were similar in the last follow-up.
Conclusions: 
Both open and percutaneous short-segment pedicle fixation were safe and effective for treatment of TLBF. Although both groups showed favorable clinical and radiologic outcomes at the final follow-up, PPSF without bone graft provided earlier pain relief and functional improvement, compared with open TPSF with posterolateral bony fusion. Despite several shortcomings in this study, the result suggests that ongoing use of PPSF is recommended for the treatment of TLBF."," RAYYAN-INCLUSION: {""Pavel""=>true, ""dursunov.eldar97""=>true, ""lumena27""=>true} | RAYYAN-LABELS: РИ?"
22333443,[The comparison of computer assisted minimally invasive spine surgery and traditional open treatment for thoracolumbar fractures].,2011,1,1,Zhonghua wai ke za zhi [Chinese journal of surgery],0529-5815,49,12,1061-6,"Tian, Wei and Han, Xiao and He, Da and Liu, Bo and Li, Qin and Li, Zhi-yu and Liu, Ya-jun and Li, Nan",https://www.ncbi.nlm.nih.gov/pubmed/22333443,chi,,,"Objective: 
To compare the clinical results between computer assisted minimally invasive spine surgery (CAMISS) and traditional open fixation surgery which used in thoracolumbar fractures.
Methods: 
A prospective randomized controlled trial of patients who had undergone surgery for thoracolumbar fracture from January 2006 to March 2011 was performed. The patients were randomly divided into CAMISS group and traditional open treatment group (control group) by random number table. Clinical results were assessed by comparing the following parameters between patients who had undergone CAMISS or traditional open surgery: operative time, estimated blood loss, visual analogue scale (VAS) of the low back pain, the accuracy of pedicle screw, the status and the correction of kyphosis.
Results: 
Forty-seven patients underwent CAMISS, and fifty patients underwent traditional open surgery. The follow-up periods were 3 - 50 months (mean 12 months). According to the preoperative data, the two groups did not differ with respect to age, gender, marriage, occupation, mechanism of injury, classification of fracture, preoperative VAS scores of the low back pain, preoperative functional spine unit (FSU) Cobb's angle and preoperative local angle of the fracture vertebral body (P > 0.05). Compare to the control group, the patients who got CAMISS had more accuracy of pedicle screw, less blood loss, short immobilized time, lower postoperative fever, and better VAS score of the low back pain (t = 2.162 - 8.736, P < 0.05). The improvement of FSU Cobb's angle and local angle of the fracture vertebral body were better at control group after operation (13.8° ± 6.8° vs. 10.9° ± 5.5°, 11.0° ± 6.0° vs. 7.7° ± 4.8°, t = 2.108 and 2.610, P < 0.05). But there was no significant difference of the FSU Cobb's angle, or local angle of the fracture vertebral body between the two groups at post-operation and follow-up (P > 0.05).
Conclusions: 
CAMISS has the characteristics of fewer traumas, less bleeding, faster recovery, high accuracy of pedicle screws. It has comparable vertebral deformity correction and fixation result of the traditional open operation."," RAYYAN-INCLUSION: {""Pavel""=>true, ""dursunov.eldar97""=>true, ""lumena27""=>true}"
"",Operative treatment of spinal fractures with the AO internal fixator.,1991,1,1,Spine,,16,3,S146-50,"Esses, S I and Botsford, D J and Wright, T and Bednar, D and Bailey, S",http://ovidsp.ovid.com/ovidweb.cgi?T=JS&PAGE=reference&D=med3&NEWS=N&AN=2028330,,,,"A multicentered prospective trial to investigate the usefulness of the AO spinal internal fixator for the treatment of thoracolumbar fractures and fracture-dislocations was undertaken. This pedicle screw-rod system was effective in stabilizing a variety of unstable fracture patterns. It was effective in decompressing the canal of retropulsed bony fragments associated with burst fractures. By the use of this implant, sagittal plane deformity was easily corrected."," RAYYAN-INCLUSION: {""Pavel""=>true, ""dursunov.eldar97""=>true, ""lumena27""=>true} | RAYYAN-LABELS: РИ?,Фиксация?"
24013718,Anterior versus posterior approach for treatment of thoracolumbar burst fractures: a meta-analysis.,2013,1,1,"European spine journal : official publication of the European Spine Society, the European Spinal Deformity Society, and the European Section of the Cervical Spine Research Society",1432-0932,22,10,2176-83,"Xu, Gui Jun and Li, Zhi Jun and Ma, Jian Xiong and Zhang, Tao and Fu, Xin and Ma, Xin Long",https://www.ncbi.nlm.nih.gov/pubmed/24013718,eng,,,"Purpose: 
To critically review and summarize the literature comparing the results of surgery via an anterior approach and that via a posterior approach for the treatment of thoracolumbar burst fractures to identify the better approach.
Methods: 
In this meta-analysis, we conducted electronic searches of MEDLINE, EMBASE, the Cochrane Central Register of Controlled Trials and other databases using the search terms ""thoracolumbar fractures"", ""anterior"", ""posterior"", ""controlled clinical trials"". Relevant journals or conference proceedings were also searched manually. Data extraction and quality assessment were in accordance with Cochrane Collaboration guidelines. The analysis was performed on individual patient data from all the trials that met the selection criteria. Sensitivity analysis was performed when there was significant heterogeneity. Results were expressed as risk difference for dichotomous outcomes and mean difference for continuous outcomes with 95 % confidence interval.
Results: 
Four randomized clinical trials and three controlled clinical trials comparing the results of the anterior versus posterior approach in the treatment of thoracolumbar burst fractures were retrieved; these studies included 179 and 152 patients in the anterior and posterior approach groups, respectively. There were no differences in terms of neurological recovery, return to work, complications and Cobb angle between the two groups. The anterior approach was associated with longer operative time, greater blood loss and higher cost than the posterior approach.
Conclusions: 
The posterior approach may be more effective than the anterior approach. However, more high-quality, randomized controlled trials are required to compare these approaches and guide clinical decision-making. Level of Evidence Level II, therapeutic study. See the Guidelines for Authors for a complete description of level of evidence."," RAYYAN-INCLUSION: {""Pavel""=>true, ""dursunov.eldar97""=>true, ""lumena27""=>true}"
23676860,Thoracolumbar spine trauma: review of the evidence.,2013,1,1,Journal of neurosurgical sciences,0390-5616,57,2,115-22,"Ghobrial, G M and Jallo, J",https://www.ncbi.nlm.nih.gov/pubmed/23676860,eng,,,"Aim: 
The aim of this paper was to provide a comprehensive review of literature regarding the classification systems and surgical management of thoracolumbar spine trauma.
Methods: 
A Pubmed search of ""thoracolumbar"", ""spine"", ""fracture"" was used on January 05, 2013. Exclusionary criteria included non-Human studies, case reports, and non-clinical papers. RESULTS. One thousand five hundred twenty manuscripts were initially returned for the combined search string; 150 were carefully reviewed, and 48 manuscripts were included in the review.
Discussion: 
Traumatic spinal cord injury (SCI) has a high prevalence in North America. The thoracolumbar junction is a point of high kinetic energy transfer and often results in thoracolumbar fractures. New classification systems for thoracolumbar spine fractures are being developed in an attempt to standardize evaluation, diagnosis, and treatment as well as reporting in the literature. Earlier classifications such as the Denis ""3-column model"" emphasized anatomic divisions to guide surgical planning. More modern classification systems such as the Thoracolumbar injury classification system (TLICS) emphasize initial neurologic status and structural integrity of the posterior ligamentous complex as a guide for surgical decision making and have demonstrated a high intra- and interobserver reliability. Other systems such as the Load-Sharing Classification aid as a useful tool in planning the extent of instrumentation and fusion.
Conclusion: 
There is still much controversy over the surgical management of various thoracolumbar fractures. Level I data exists supporting the nonsurgical management of thoracolumbar burst fractures without neurologic compromise. However, for the majority of fracture types in this region, more randomized controlled trials are necessary to establish standards of care."," RAYYAN-INCLUSION: {""Pavel""=>true, ""dursunov.eldar97""=>true, ""lumena27""=>true}"
25645322,[Percutaneous stabilization of the thoracic and lumbar spine with active intraoperative reduction].,2015,1,1,Operative Orthopadie und Traumatologie,,27,5,439-47,"Pishnamaz, M and Lichte, P and Sellei, R M and Pape, H-C and Kobbe, P",https://www.ncbi.nlm.nih.gov/pubmed/25645322,ger,,,"Objective: 
Operative treatment of vertebral fractures is focused on stabilization of the spine and decompression of the spinal cord and nerves. In German-speaking countries, it is common to restore the sagittal profile by fracture reduction. The use of percutaneous systems has been limited due to inferior reduction possibilities compared to open systems. The improved reduction options offered by newer percutaneous systems extend their application to highly deformed fractures.
Indications: 
Unstable thoracic, lumbar and lumbosacral spine fractures; unacceptable spinal deformities.
Contraindications: 
Need for open decompression or cross-bracing; relative contraindication: obesity or cachexia.
Surgical technique: 
3 cm skin incision 1.5 cm lateral to the radiological border of the pedicle. Incision of the fascia and blunt preparation to the facet joints. Guidewire placement via fluoroscopy. Tapping and cannulated screw setting. Insertion of the longitudinal rods and reduction using special reduction tools. Rod fixation with locking caps, wound closure, dressing.
Postoperative management: 
Pain-related mobilization, physiotherapy, indication for anterior fusion to be considered.
Results: 
In 2012, 80 patients (42 female, 38 male) with a mean age of 59.7 years received posterior stabilization (27 open, 53 percutaneous). Intraoperative radiation was significantly higher in the percutaneous group compared with the open group (percutaneous: 212 s; open: 146 s; p < 0.05), while the length of surgical treatment was significantly shorter (percutaneous: 107 min; open: 143 min; p < 0.05). Accuracy of screw positioning and the amount of reduction was similar in both groups. Major complications did not occur."," RAYYAN-INCLUSION: {""Pavel""=>true, ""dursunov.eldar97""=>true, ""lumena27""=>true}"
26983411,Effect of the percutaneous pedicle screw fixation at the fractured vertebra on the treatment of thoracolumbar fractures.,2016,6,1,International orthopaedics,1432-5195,40,6,1103-10,"Li, Kunpeng and Li, Zhong and Ren, Xiaofeng and Xu, Hui and Zhang, Wen and Luo, Dawei and Ma, Jinzhu",https://www.ncbi.nlm.nih.gov/pubmed/26983411,eng,,,"Purpose: 
The purpose of this study was to evaluate the efficacy and safety of percutaneous pedicle screw fixation at the fractured vertebra in the treatment of thoracolumbar fractures.
Methods: 
Thirty-two consecutive patients were enrolled in the study. All patients received percutaneous pedicle screw fixation, and they were randomly divided into two groups to undergo either the placement of pedicle screws into the fractured vertebra (fractured group) or not (control group). The operation time and intra-operative blood loss were recorded. Oswestry disability index (ODI) questionnaire and visual analogue scale (VAS) as clinical assessments were quantified. Radiographic follow-up was defined by the vertebral body index (VBI), anterior vertebral body height (AVBH), and Cobb angle (CA).
Results: 
No significant difference was observed in the operation time and intra-operative blood loss between the two groups. Clinical results (VAS and ODI scores) showed no significant difference during all the follow-up periods. In the fractured group, there were better correction and less loss of AVBH and VBI compared with the control group. However, post-operative correction of the CA immediately after surgery and the correction loss at the final follow-up showed no significant difference between the two groups.
Conclusion: 
Percutaneous screw fixation combined with intermediate screws at the fractured vertebra could more effectively restore and maintain fractured vertebral height, and is an acceptable, minimally invasive surgical choice for patients with type A thoracolumbar fractures."," RAYYAN-INCLUSION: {""Pavel""=>true, ""dursunov.eldar97""=>true, ""lumena27""=>true}"
26907876,A comparison of three different surgical procedures in the treatment of type A thoracolumbar fractures: a randomized controlled trial.,2016,6,1,International orthopaedics,1432-5195,40,6,1233-8,"Lyu, Jianhua and Chen, Kai and Tang, Zhaohui and Chen, Yu and Li, Ming and Zhang, Qiulin",https://www.ncbi.nlm.nih.gov/pubmed/26907876,eng,,,"Purpose: 
The aim of the study was to evaluate the efficacy of three different surgical procedures in the treatment of type A thoracolumbar fractures.
Materials and methods: 
Between September 2012 and January 2015, a total of 90 patients with type A thoracolumbar fractures were randomly assigned into three groups of 30 each. Patients in group A, B, and C were treated with three-level percutaneous fixation, two-level percutaneous fixation, and three-level open fixation, respectively. Blood loss, duration of surgery, VAS scores, Cobb angles, and anterior height ratios of fractured vertebrae were collected for statistical analysis.
Results: 
The average follow-up was 17.7 months. Post-operative Cobb angles were significantly corrected and anterior height ratios of fractured vertebrae were well restored in all three groups (p < 0.01). Back pain was efficiently relieved according to VAS score change (p < 0.01). There were significant differences in values of blood loss and post-operative VAS scores (at three months) between group A and group C (p < 0.01). No significant difference concerning post-operative anterior height ratios of fractured vertebrae, Cobb angles and correction losses was observed between group A and group B (p = 0.580, 0.840, 0.215, respectively).
Conclusion: 
Percutaneous fixation not only provides the same reduction effect as open fixation, but also has an advantage of causing less operation related trauma which is beneficial to post-operative rehabilitation. The efficacy of three-level percutaneous fixation and two-level percutaneous fixation in the treatment of type A thoracolumbar fractures is not significantly different."," RAYYAN-INCLUSION: {""Pavel""=>true, ""dursunov.eldar97""=>true, ""lumena27""=>true}"
