Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Poor title--poor manuscript?","/pubmed/24326496","Gjersvik P, Gulbrandsen P, Aasheim ET, Nylenna M.","Tidsskr Nor Laegeforen. 2013 Dec 10;133(23-24):2475-7. doi: 10.4045/tidsskr.13.1077. English, Norwegian. ","Tidsskr Nor Laegeforen.  2013","PubMed","citation","PMID:24326496","pubmed","24326496","create date:2013/12/12 | first author:Gjersvik P",
"A new title to an old song: some observations on the conduct of meta-analyses.","/pubmed/24035190","Walters E.","Reprod Biomed Online. 2013 Nov;27(5):562-7. doi: 10.1016/j.rbmo.2013.05.019. Epub 2013 Jul 25.","Reprod Biomed Online.  2013","PubMed","citation","PMID:24035190","pubmed","24035190","create date:2013/09/17 | first author:Walters E",
"An etymological ""autopsy"" of Morgagni's title: De sedibus et causis morborum per anatomen indagatis (1761).","/pubmed/23856514","Zampieri F, Zanatta A, Thiene G.","Hum Pathol. 2014 Jan;45(1):12-6. doi: 10.1016/j.humpath.2013.04.019. Epub 2013 Jul 12.","Hum Pathol.  2014","PubMed","citation","PMID:23856514","pubmed","23856514","create date:2013/07/17 | first author:Zampieri F",
"Launching PAD (Pathogens and Disease): more than a new title!","/pubmed/23620112","Bavoil P.","Pathog Dis. 2013 Feb;67(1):1-2. doi: 10.1111/2049-632X.12019. Epub 2013 Jan 17. No abstract available. ","Pathog Dis.  2013","PubMed","citation","PMID:23620112","pubmed","23620112","create date:2013/04/27 | first author:Bavoil P",
"Effective writing and publishing scientific papers, part II: title and abstract.","/pubmed/23434329","Cals JW, Kotz D.","J Clin Epidemiol. 2013 Jun;66(6):585. doi: 10.1016/j.jclinepi.2013.01.005. Epub 2013 Feb 19. No abstract available. ","J Clin Epidemiol.  2013","PubMed","citation","PMID:23434329","pubmed","23434329","create date:2013/02/26 | first author:Cals JW",
"This is a good title.","/pubmed/23344583","Gjersvik P.","Tidsskr Nor Laegeforen. 2013 Jan 22;133(2):129. doi: 10.4045/tidsskr.12.1527. English, Norwegian.  No abstract available. ","Tidsskr Nor Laegeforen.  2013","PubMed","citation","PMID:23344583","pubmed","23344583","create date:2013/01/25 | first author:Gjersvik P",
"What's in a title? An assessment of whether randomized controlled trial in a title means that it is one.","/pubmed/22640669","Koletsi D, Pandis N, Polychronopoulou A, Eliades T.","Am J Orthod Dentofacial Orthop. 2012 Jun;141(6):679-85. doi: 10.1016/j.ajodo.2011.12.020.","Am J Orthod Dentofacial Orthop.  2012","PubMed","citation","PMID:22640669","pubmed","22640669","create date:2012/05/30 | first author:Koletsi D",
"Scientific articles' titles: thanks for the information contained in your title.","/pubmed/22440370","Imbelloni LE.","Rev Bras Anestesiol. 2012 Mar-Apr;62(2):139-40. doi: 10.1016/S0034-7094(12)70113-7. No abstract available. ","Rev Bras Anestesiol.  2012","PubMed","citation","PMID:22440370","pubmed","22440370","create date:2012/03/24 | first author:Imbelloni LE",
"What's in a title?","/pubmed/22336930","Fulton JS.","Clin Nurse Spec. 2012 Mar-Apr;26(2):64-5. doi: 10.1097/NUR.0b013e31824b3437. No abstract available. ","Clin Nurse Spec.  2012","PubMed","citation","PMID:22336930","pubmed","22336930","create date:2012/02/18 | first author:Fulton JS",
"A change in title.","/pubmed/22233592","Wachs JE, Pepler C.","Workplace Health Saf. 2012 Jan;60(1):3. doi: 10.3928/21650799-20111227-12. No abstract available. ","Workplace Health Saf.  2012","PubMed","citation","PMID:22233592","pubmed","22233592","create date:2012/01/12 | first author:Wachs JE",
"How to write a good title.","/pubmed/22042090","Elia N, Tramèr MR.","Eur J Anaesthesiol. 2011 Dec;28(12):819-20. doi: 10.1097/EJA.0b013e32834992a1. No abstract available. ","Eur J Anaesthesiol.  2011","PubMed","citation","PMID:22042090","pubmed","22042090","create date:2011/11/02 | first author:Elia N",
"Beware the idle title.","/pubmed/21939807","Dodson TB.","J Oral Maxillofac Surg. 2011 Oct;69(10):2481-2. doi: 10.1016/j.joms.2011.07.007. No abstract available. ","J Oral Maxillofac Surg.  2011","PubMed","citation","PMID:21939807","pubmed","21939807","create date:2011/09/24 | first author:Dodson TB",
"The title: herald of scientific communication.","/pubmed/21876909","Caramelli B.","Rev Assoc Med Bras (1992). 2011 Jul-Aug;57(4):353. No abstract available. ","Rev Assoc Med Bras (1992).  2011","PubMed","citation","PMID:21876909","pubmed","21876909","create date:2011/08/31 | first author:Caramelli B",
"[Title goes here].","/pubmed/21464645","Wilcox AJ.","Epidemiology. 2011 May;22(3):289. doi: 10.1097/EDE.0b013e318210ab57. No abstract available. ","Epidemiology.  2011","PubMed","citation","PMID:21464645","pubmed","21464645","create date:2011/04/06 | first author:Wilcox AJ",
"[Study on madness in children (fragments). Thesis presented to obtain the title of Medical Doctor at the Medical School of the University of Buenos Aires in 1888].","/pubmed/21188321","Carreñoo L.","Vertex. 2010 Jul-Aug;21(92):315-9. Spanish.  No abstract available. ","Vertex.  2010","PubMed","citation","PMID:21188321","pubmed","21188321","create date:2010/12/29 | first author:Carreñoo L",
"Editorial: what's in a title?","/pubmed/20500240","Watson R.","J Clin Nurs. 2010 Jan;19(1-2):2-3. doi: 10.1111/j.1365-2702.2009.02441.x. No abstract available. ","J Clin Nurs.  2010","PubMed","citation","PMID:20500240","pubmed","20500240","create date:2010/05/27 | first author:Watson R",
"[How to write an effective English title for an andrological paper?].","/pubmed/20369690","Luo YH.","Zhonghua Nan Ke Xue. 2010 Feb;16(2):99-105. Chinese. ","Zhonghua Nan Ke Xue.  2010","PubMed","citation","PMID:20369690","pubmed","20369690","create date:2010/04/08 | first author:Luo YH",
"What's in a title? A two-step approach to optimisation for man and machine: writing good titles is a crucial part of optimising articles' chances of being peer reviewed, and later found in the literature via Google: here are some tips...","/pubmed/20162661","Moore A.","Bioessays. 2010 Mar;32(3):183-4. doi: 10.1002/bies.201090009. No abstract available. ","Bioessays.  2010","PubMed","citation","PMID:20162661","pubmed","20162661","create date:2010/02/18 | first author:Moore A",
"[Maybe we change the title of your article].","/pubmed/20146903","Rosenberg J.","Ugeskr Laeger. 2010 Feb 8;172(6):431. Danish.  No abstract available. ","Ugeskr Laeger.  2010","PubMed","citation","PMID:20146903","pubmed","20146903","create date:2010/02/12 | first author:Rosenberg J",
"Title to a text is author's prerogative.","/pubmed/20022707","Kanchan T.","Burns. 2010 May;36(3):438-9; author reply 442. doi: 10.1016/j.burns.2009.05.024. Epub 2009 Dec 22. No abstract available. ","Burns.  2010","PubMed","citation","PMID:20022707","pubmed","20022707","create date:2009/12/22 | first author:Kanchan T",
"Comparison of journal title coverage between CINAHL and Scopus.","/pubmed/19851497","Hill B.","J Med Libr Assoc. 2009 Oct;97(4):313-4. doi: 10.3163/1536-5050.97.4.017. No abstract available. ","J Med Libr Assoc.  2009","PubMed","citation","PMID:19851497 | PMCID:PMC2759162","pubmed","19851497","create date:2009/10/24 | first author:Hill B",
"Sending our journal to the world under a new title.","/pubmed/19318063","Hirai T.","J Prosthodont Res. 2009 Jan;53(1):1-2. doi: 10.1016/j.jpor.2008.09.001. Epub 2008 Oct 16. No abstract available. ","J Prosthodont Res.  2009","PubMed","citation","PMID:19318063","pubmed","19318063","create date:2009/03/26 | first author:Hirai T",
"[English translation of the title of ancient Chinese medical books and documents].","/pubmed/19213353","Zeng F, Shao X, Zhang PH.","Zhongguo Zhong Xi Yi Jie He Za Zhi. 2008 Nov;28(11):1038-9. Chinese. ","Zhongguo Zhong Xi Yi Jie He Za Zhi.  2008","PubMed","citation","PMID:19213353","pubmed","19213353","create date:2009/02/14 | first author:Zeng F",
"Title and title page.","/pubmed/18756341","Peh WC, Ng KH.","Singapore Med J. 2008 Aug;49(8):607-8; quiz 609.","Singapore Med J.  2008","PubMed","citation","PMID:18756341","pubmed","18756341","create date:2008/08/30 | first author:Peh WC",
"Use of title 'Dr'--view of the Medical Council of New Zealand.","/pubmed/18709056","Robb S.","N Z Med J. 2008 Aug 8;121(1279):112-3. No abstract available. ","N Z Med J.  2008","PubMed","citation","PMID:18709056","pubmed","18709056","create date:2008/08/19 | first author:Robb S",
"Title change announcement - DNA Sequence to Mitochondrial DNA.","/pubmed/18464036","[No authors listed]","DNA Seq. 2008 Jun;19(3):158. doi: 10.1080/19401730802110558. No abstract available. ","DNA Seq.  2008","PubMed","citation","PMID:18464036","pubmed","18464036","create date:2008/05/09",
"Objective and automated protocols for the evaluation of biomedical search engines using No Title Evaluation protocols.","/pubmed/18312673","Campagne F.","BMC Bioinformatics. 2008 Feb 29;9:132. doi: 10.1186/1471-2105-9-132.","BMC Bioinformatics.  2008","PubMed","citation","PMID:18312673 | PMCID:PMC2292696","pubmed","18312673","create date:2008/03/04 | first author:Campagne F",
"Great title, wrong book.","/pubmed/18098385","Menkes DB.","Australas Psychiatry. 2007 Dec;15(6):514. No abstract available. ","Australas Psychiatry.  2007","PubMed","citation","PMID:18098385","pubmed","18098385","create date:2007/12/22 | first author:Menkes DB",
"[A brief analysis of English translation of the book title of Shanghan Zabing Lun].","/pubmed/17090390","Liu L, Xu Z, Yu H.","Zhong Xi Yi Jie He Xue Bao. 2006 Nov;4(6):661-2. Chinese.  No abstract available. ","Zhong Xi Yi Jie He Xue Bao.  2006","PubMed","citation","PMID:17090390","pubmed","17090390","create date:2006/11/09 | first author:Liu L",
"A title acquired without labour: Dr George Mossman, MD (1763-1824).","/pubmed/19817059","Alvin C.","J Med Biogr. 2006 Nov;14(4):210-7.","J Med Biogr.  2006","PubMed","citation","PMID:19817059","pubmed","19817059","create date:2006/11/01 | first author:Alvin C",
"[Requirement for English abstract for original articles in pediatrics (V): Title (cont.)].","/pubmed/16780729","Zhaori GT.","Zhonghua Er Ke Za Zhi. 2006 May;44(5):399. Chinese.  No abstract available. ","Zhonghua Er Ke Za Zhi.  2006","PubMed","citation","PMID:16780729","pubmed","16780729","create date:2006/06/20 | first author:Zhaori GT",
"Romanian Journal of Gastroenterology 2006: a new title, look and editorial team.","/pubmed/16680224","Acalovschi M.","J Gastrointestin Liver Dis. 2006 Mar;15(1):5-6. No abstract available. ","J Gastrointestin Liver Dis.  2006","PubMed","citation","PMID:16680224","pubmed","16680224","create date:2006/05/09 | first author:Acalovschi M",
"[Book title: the mood-maker for nurses].","/pubmed/16252459","Kunz M.","Pflege Aktuell. 2005 Oct;59:567. German.  No abstract available. ","Pflege Aktuell.  2005","PubMed","citation","PMID:16252459","pubmed","16252459","create date:2005/10/29 | first author:Kunz M",
"An examination of PubMed's ability to disambiguate subject queries and journal title queries.","/pubmed/14762470","Smith AM.","J Med Libr Assoc. 2004 Jan;92(1):97-100. No abstract available. ","J Med Libr Assoc.  2004","PubMed","citation","PMID:14762470 | PMCID:PMC314110","pubmed","14762470","create date:2004/02/06 | first author:Smith AM",
"[Disturbed about a ""happy title picture"". Freely laughing seniors--or very successful?].","/pubmed/14724992","[No authors listed]","MMW Fortschr Med. 2003 Nov 27;145(48):16-7. German.  No abstract available. ","MMW Fortschr Med.  2003","PubMed","citation","PMID:14724992","pubmed","14724992","create date:2004/01/17",
"Molecular medicine: trendy title or new reality?","/pubmed/12897792","Gannon F.","EMBO Rep. 2003 Aug;4(8):733. No abstract available. ","EMBO Rep.  2003","PubMed","citation","PMID:12897792 | PMCID:PMC1326349","pubmed","12897792","create date:2003/08/05 | first author:Gannon F",
"Not-only-a-title.","/pubmed/12605709","Bradley C, Tamburini M.","Health Qual Life Outcomes. 2003 Jan 6;1:1. No abstract available. ","Health Qual Life Outcomes.  2003","PubMed","citation","PMID:12605709 | PMCID:PMC149816","pubmed","12605709","create date:2003/02/28 | first author:Bradley C",
"[Discassion on the date of appearance of the title Shen nong ben caojing (Shennong's Herbal Classic)].","/pubmed/11624095","Shang Z.","Zhonghua Yi Shi Za Zhi. 1999 Jul;29(3):135-8. Chinese. ","Zhonghua Yi Shi Za Zhi.  1999","PubMed","citation","PMID:11624095","pubmed","11624095","create date:2001/10/20 | first author:Shang Z",
"[MMW title pictures are too provocative. ""Which devil is influencing editors?""].","/pubmed/11277114","[No authors listed]","MMW Fortschr Med. 2001 Feb 15;143(7):10. German.  No abstract available. ","MMW Fortschr Med.  2001","PubMed","citation","PMID:11277114","pubmed","11277114","create date:2001/03/30",
"Misleading title and abstract in recent granulocyte-macrophage colony-stimulating factor trial.","/pubmed/10334557","Grossman JS, Kroener J.","J Clin Oncol. 1999 May;17(5):1644-5. No abstract available. ","J Clin Oncol.  1999","PubMed","citation","PMID:10334557","pubmed","10334557","create date:1999/05/20 | first author:Grossman JS",
"New developments in vascular surgery: a young journal changes its title.","/pubmed/7663995","Sandmann W.","Eur J Vasc Endovasc Surg. 1995 Jan;9(1):1. No abstract available. ","Eur J Vasc Endovasc Surg.  1995","PubMed","citation","PMID:7663995","pubmed","7663995","create date:1995/01/01 | first author:Sandmann W",
"Alas, poor title.","/pubmed/7990938","Moon A, Machin N.","Nature. 1994 Dec 15;372(6507):588. No abstract available. ","Nature.  1994","PubMed","citation","PMID:7990938","pubmed","7990938","create date:1994/12/15 | first author:Moon A",
"[The general structure and common elements of an article (I). The letter of introduction and the title].","/pubmed/7973345","Torra i Bou JE.","Rev Enferm. 1994 Sep;17(193):13-6. Spanish.  No abstract available. ","Rev Enferm.  1994","PubMed","citation","PMID:7973345","pubmed","7973345","create date:1994/09/01 | first author:Torra i Bou JE",
"A title-induced hypothesis on the social goal of IJPP science.","/pubmed/8112816","Rao PS.","Indian J Physiol Pharmacol. 1993 Oct;37(4):347-9. No abstract available. ","Indian J Physiol Pharmacol.  1993","PubMed","citation","PMID:8112816","pubmed","8112816","create date:1993/10/01 | first author:Rao PS",
"Biomedical journal title changes: reasons, trends, and impact.","/pubmed/8428189","Afes VB, Wrynn PE.","Bull Med Libr Assoc. 1993 Jan;81(1):48-53.","Bull Med Libr Assoc.  1993","PubMed","citation","PMID:8428189 | PMCID:PMC225729","pubmed","8428189","create date:1993/01/01 | first author:Afes VB",
"A title oscillation: Journal of Comparative Neurology and Psychology, 1904-1910.","/pubmed/1797873","Wight RD.","J Comp Neurol. 1991 Dec 1;314(1):34-6.","J Comp Neurol.  1991","PubMed","citation","PMID:1797873","pubmed","1797873","create date:1991/12/01 | first author:Wight RD",
"[A chonological table of Chinese medical books reprinted in Japan up to Edo period: title index] (Jpn).","/pubmed/11623240","Kosoto H.","Nihon Ishigaku Zasshi. 1991 Jul;37(3):407-15. Japanese.  No abstract available. ","Nihon Ishigaku Zasshi.  1991","PubMed","citation","PMID:11623240","pubmed","11623240","create date:1991/07/01 | first author:Kosoto H",
"Journal title changes.","/pubmed/2031568","Schoones JW.","Ann Intern Med. 1991 Apr 15;114(8):707. No abstract available. ","Ann Intern Med.  1991","PubMed","citation","PMID:2031568","pubmed","2031568","create date:1991/04/15 | first author:Schoones JW",
"[Psychiatrist-psychotherapist FMH: a title in trouble].","/pubmed/2356390","Fadda S.","Rev Med Suisse Romande. 1990 May;110(5):483-8. French.  No abstract available. ","Rev Med Suisse Romande.  1990","PubMed","citation","PMID:2356390","pubmed","2356390","create date:1990/05/01 | first author:Fadda S",
"Gamete research: a new title ... and expansion into fertile fields.","/pubmed/2591856","Gwatkin RB.","Gamete Res. 1989 Dec;24(4):359. No abstract available. ","Gamete Res.  1989","PubMed","citation","PMID:2591856","pubmed","2591856","create date:1989/12/01 | first author:Gwatkin RB",
"A title lost, but a reputation won.","/pubmed/2644958","Krikler DM.","Br Heart J. 1989 Jan;61(1):1-3. No abstract available. ","Br Heart J.  1989","PubMed","citation","PMID:2644958 | PMCID:PMC1216612","pubmed","2644958","create date:1989/01/01 | first author:Krikler DM",
"A newsletter evaluation using the Title Rating Method.","/pubmed/3274754","McGrath DE, Ellsworth M, Lochman JE, Trent PJ.","J Cancer Educ. 1986;1(3):161-8.","J Cancer Educ.  1986","PubMed","citation","PMID:3274754","pubmed","3274754","create date:1986/01/01 | first author:McGrath DE",
"The article's title.","/pubmed/4014034","Roberts WC.","Am J Cardiol. 1985 Jul 1;56(1):210-2. No abstract available. ","Am J Cardiol.  1985","PubMed","citation","PMID:4014034","pubmed","4014034","create date:1985/07/01 | first author:Roberts WC",
"Experimental Brain Research: Combined author and title index, volume 1-50 (1965-1983).","/pubmed/6368257","[No authors listed]","Exp Brain Res. 1984;53(3):487-562. No abstract available. ","Exp Brain Res.  1984","PubMed","citation","PMID:6368257","pubmed","6368257","create date:1984/01/01",
"[Abbreviations of title of periodicals--international standards].","/pubmed/6959210","Verchère L.","Rev Odontostomatol (Paris). 1982 Sep;11(4):319-20. French.  No abstract available. ","Rev Odontostomatol (Paris).  1982","PubMed","citation","PMID:6959210","pubmed","6959210","create date:1982/09/01 | first author:Verchère L",
"[On the rules of combination of Latin title of vegetable drugs (author's transl)].","/pubmed/6212141","Xie ZW.","Zhong Yao Tong Bao. 1982 Jan;7(1):11-5. Chinese.  No abstract available. ","Zhong Yao Tong Bao.  1982","PubMed","citation","PMID:6212141","pubmed","6212141","create date:1982/01/01 | first author:Xie ZW",
"Hypothetical protocol: clinical field trial title: a comparative study of sealants, amalgam restorations and fluoride rinsing of teeth on the progression and prevention of carious lesions.","/pubmed/6993512","[No authors listed]","J Dent Res. 1980 Jul;59(Spec Issue C):1240-2. No abstract available. ","J Dent Res.  1980","PubMed","citation","PMID:6993512","pubmed","6993512","create date:1980/07/01",
"Counting journal title usage in the health sciences.","/pubmed/10242716","Wender RW.","Spec Libr. 1979 May-Jun;70(5-6):219-26. No abstract available. ","Spec Libr.  1979","PubMed","citation","PMID:10242716","pubmed","10242716","create date:1979/04/12 | first author:Wender RW",
"Journal of Autism and Childhood Schizophrenia. Change of journal scope and title.","/pubmed/86533","Schopler E, Rutter M, Chess S.","J Autism Dev Disord. 1979 Mar;9(1):1-10. No abstract available. ","J Autism Dev Disord.  1979","PubMed","citation","PMID:86533","pubmed","86533","create date:1979/03/01 | first author:Schopler E",
"Cumulative title list of dissertations in the field of surgery and related specialities.","/pubmed/534445","[No authors listed]","Arch Chir Neerl. 1979;31 Suppl:1-55. No abstract available. ","Arch Chir Neerl.  1979","PubMed","citation","PMID:534445","pubmed","534445","create date:1979/01/01",
"[Programmed early detection of diseases, comments on a smal handbook of the same title about preventive care examinations in compulsory health insurance].","/pubmed/4653169","Hellbrügge T.","Fortschr Med. 1972 Sep 28;90(27):959-60 passim. German.  No abstract available. ","Fortschr Med.  1972","PubMed","citation","PMID:4653169","pubmed","4653169","create date:1972/09/28 | first author:Hellbrügge T",
"Why a new journal title?","/pubmed/5410423","Soffer A.","Chest. 1970 Jan;57(1):1-2. No abstract available. ","Chest.  1970","PubMed","citation","PMID:5410423","pubmed","5410423","create date:1970/01/01 | first author:Soffer A",
"Title XIX, the State Medical Journal and the pharmaceutical manufacturer.","/pubmed/5656667","Warner RS.","Ohio State Med J. 1968 Jun;64(6):674-8. No abstract available. ","Ohio State Med J.  1968","PubMed","citation","PMID:5656667","pubmed","5656667","create date:1968/06/01 | first author:Warner RS",
"Diabetes-related literature index by author and by key words in the title for the year 1964.","/pubmed/5338454","[No authors listed]","Diabetes. 1967;16:1-570. No abstract available. ","Diabetes.  1967","PubMed","citation","PMID:5338454","pubmed","5338454","create date:1967/01/01",
"DIABETES-RELATED LITERATURE INDEX BY AUTHORS AND BY KEY WORDS IN THE TITLE FOR THE YEAR 1962.","/pubmed/14278968","RISSMANN EF, DEUTSH J.","Diabetes. 1965;14:SUPPL 1:1-479. No abstract available. ","Diabetes.  1965","PubMed","citation","PMID:14278968","pubmed","14278968","create date:1965/01/01 | first author:RISSMANN EF",
"DIABETES-RELATED LITERATURE INDEX BY AUTHORS AND BY KEY WORDS IN THE TITLE FOR THE YEAR 1961.","/pubmed/14111953","ZOCCHI G, RODRIGUEZDEAGNESE L, REALE E, DECURGEZ J.","Diabetes. 1964;13:SUPPL1:1-436. No abstract available. ","Diabetes.  1964","PubMed","citation","PMID:14111953","pubmed","14111953","create date:1964/01/01 | first author:ZOCCHI G",
