,TP,Title,URL
4557,,"The role of fusion in the management of
burst fractures of the thoracolumbar spine treated by short segment pedicle screw fixation: a prospective randomised trial.",/pubmed/22844053
4558,,"Is it possible to save one lumbar
segment in the treatment of
thoracolumbar fractures?",/pubmed/22523933
4559,,"[Single-segment pedicle screw fixation
for the treatment of thoracolumbar
fractures through the gap
of
paravertebral muscles].",/pubmed/22489522
4560,,"Upper instrumented vertebral fractures
in long lumbar fusions: what
are
the associated risk factors?",/pubmed/22366970
4561,,"[The comparison of computer assisted
minimally invasive spine surgery
and traditional open treatment
for
thoracolumbar fractures].",/pubmed/22333443
4562,,"[Effectiveness of different bone graft
fusion ways in treating thoracolumbar burst fractures].",/pubmed/22229181
4563,,"Combined posteroanterior fusion versus
transforaminal lumbar interbody
fusion (TLIF) in thoracolumbar
burst fractures.",/pubmed/22227107
4564,,"Nonoperative versus operative treatment
for thoracolumbar burst fractures
without neurologic deficit:
a
meta-analysis.",/pubmed/22057820
4565,,"[Effects of short- and long-segment
posterior instrumentation
on
spinal
canal remodeling in thoracolumbar
vertebra burst fractures].",/pubmed/21644092
4566,,"[Application of modified posterior
decompression for the treatment
of
thoracolumbar burst fractures].",/pubmed/21604529
4567,,"[Comparison between arthrodesis and
non-arthrodesis in thoracic
and
lumbar spine fractures: two-year
follow-up].",/pubmed/21548257
4568,,Vertebral compression fractures.,/pubmed/21375383
4569,,"Pedicle screw placement in the thoracic
spine: a comparison study
of
computer-assisted navigation
and
conventional techniques.",/pubmed/20704105
4570,,[Treatment of thoracolumbar mono-segmental fracture with posterior short-segment fixation in combination with intermediate screws: a short-term outcome].,/pubmed/20646506
4571,,"Transpedicular fixation in management of
thoracolumbar burst fractures:
monosegmental fixation versus
short-segment instrumentation.",/pubmed/20535041
4572,,"Operative treatment of 733 patients with
acute thoracolumbar spinal
injuries: comprehensive results
from the second, prospective,
Internet-based multicenter study
of
the Spine Study Group of the German
Association of Trauma Surgery.",/pubmed/20499114
4573,,"Inclusion of the fracture level in short
segment fixation of thoracolumbar
fractures.",/pubmed/20495932
4574,,"Does early fracture fixation of
thoracolumbar spine fractures
decrease morbidity or mortality?",/pubmed/20407345
4575,,"Which is the ideal point of time to
perform intraoperative 3D
imaging
in dorsal stabilisation of
thoracolumbar spine fractures?
A
matched pair analysis.",/pubmed/20189171
4576,,"Long segment instrumentation of
thoracolumbar burst fracture:
fusion versus nonfusion.",/pubmed/20023338
4577,,"Comparison of surgical outcomes in
thoracolumbar fractures operated
with posterior constructs
having
varying fixation length with
selective anterior fusion.",/pubmed/19718404
4578,,"The use of screw at the fracture level
in the treatment of thoracolumbar
burst fractures.",/pubmed/19652568
4579,,"Surgical treatment of thoracolumbar
fracture through an approach
via
the paravertebral muscle.",/pubmed/22009840
4580,,"Anterior-only stabilization using
plating with bone structural
autograft versus titanium
mesh
cages for two- or three-column
thoracolumbar burst fractures:
a
prospective randomized study.",/pubmed/19525832
4581,,"Minimally invasive interbody fusion for
revision lumbar surgery: technical
feasibility and safety.",/pubmed/19412024
4582,,"Posterior short-segment fixation with or
without fusion for thoracolumbar
burst fractures. a five to
seven-year prospective randomized
study.",/pubmed/19411450
4583,,"Biomechanical evaluation of a new
fixation device for the thoracic
spine.",/pubmed/19404687
4584,,"[Systematic review of anterior versus
posterior surgical treatments
of
thoracolumbar fractures].",/pubmed/19094653
4585,,"Treatment of thoracolumbar vertebrate
fracture by transpedicular
morselized bone grafting in
vertebrae for spinal fusion
and
pedicle screw fixation.",/pubmed/18563333
4586,,"[Comparative percutaneous with open
pedicle screw fixation in
the
treatment of thoracolumbar
burst
fractures without neurological
deficit].",/pubmed/18509968
4587,,"Biomechanical comparison of three
fixation techniques for unstable
thoracolumbar burst fractures.
Laboratory investigation.",/pubmed/18377319
4588,,"The effect of early surgical treatment
of traumatic spine injuries
on
patient mortality.",/pubmed/18212654
4589,,Timing of thoracolomber spine stabilization in trauma patients; impact on neurological outcome and clinical course. A real prospective (rct) randomized controlled study.,/pubmed/18040702
4590,,"[Comparison of the paraspinal muscle
change of percutaneous and
open
pedicle screw fixation in
the
treatment for thoracolumbar
fractures].",/pubmed/17961383
4591,,"Treatment of traumatic thoracolumbar
spine fractures: a multicenter
prospective randomized study
of
operative versus nonsurgical
treatment.",/pubmed/17139218
4592,,"Timing of thoracic and lumbar fracture
fixation in spinal injuries:
a
systematic review of neurological
and clinical outcome.",/pubmed/17109106
4593,,"Is fusion necessary for surgically
treated burst fractures of
the
thoracolumbar and lumbar spine?:
a
prospective, randomized study.",/pubmed/17077731
4594,,"Operative versus non-operative treatment
for thoracolumbar burst fractures
without neurological deficit.",/pubmed/17054237
4595,,The treatment for multilevel noncontiguous spinal fractures.,/pubmed/17043863
4596,,"Comparison of operative and nonoperative
treatment for thoracolumbar
burst
fractures in patients without
neurological deficit: a systematic
review.",/pubmed/16703901
4597,,"Combined anterior plus posterior
stabilization versus posterior
short-segment instrumentation
and
fusion for mid-lumbar (L2-L4)
burst
fractures.",/pubmed/16622372
4598,,"[Percutaneous dorsal versus open
instrumentation for fractures
of
the thoracolumbar border.
A
comparative, prospective study].",/pubmed/16317530
4599,,"Posterior fixation of thoracolumbar
burst fracture: short-segment
pedicle fixation versus long-segment instrumentation.",/pubmed/16306834
4600,,"[Management of spine injuries in
polytraumatized patients].",/pubmed/16096745
4601,,"Anterior versus posterior treatment of
stable thoracolumbar burst
fractures without neurologic
deficit: a prospective, randomized
study.",/pubmed/15699801
4602,,"Management of traumatic thoracolumbar
fractures: a systematic review
of
the literature.",/pubmed/15690209
4603,,"Surgical treatment of traumatic
fractures of the thoracic
and
lumbar spine: a systematic
review
of the literature on techniques,
complications, and outcome.",/pubmed/15087804
4604,,"Thoracolumbar fracture stabilization:
comparative biomechanical
evaluation of a new video-assisted
implantable system.",/pubmed/14634854
4605,,"The effect of transpedicular screw
misplacement on late spinal
stability.",/pubmed/14628199
4606,,"Stabilisation of fractured thoracic and
lumbar spine with Cotrel-Dubousset
instrument.",/pubmed/12810974
4607,,"Operative compared with nonoperative
treatment of a thoracolumbar
burst
fracture without neurological
deficit. A prospective, randomized
study.",/pubmed/12728024
4608,,Point of view.,/pubmed/11880843
4609,,The effect of transpedicular intracorporeal grafting in the treatment of thoracolumbar burst fractures on canal remodeling.,/pubmed/11806392
4610,,"[Loss of correction after dorsal
stabilization of burst fractures
of
the thoracolumbar junction.
The
role of transpedicular spongiosa
plasty].",/pubmed/11569156
4611,,"Anterior decompression and fixation
versus posterior reposition
and
semirigid fixation in the
treatment
of unstable burst thoracolumbar
fracture: prospective clinical
trial.",/pubmed/11172655
4612,,"Short-segment pedicle instrumentation of
thoracolumbar burst fractures:
does
transpedicular intracorporeal
grafting prevent early failure?",/pubmed/11154543
4613,,"[Surgical treatment of injuries of the
thoracolumbar transition.
2:
Operation and roentgenologic
findings].",/pubmed/11148899
4614,,"[Surgical vs. conservative treatment of
fractures of the thoracolumbar
transition].",/pubmed/10851954
4615,,"Treatment of thoracolumbar trauma:
comparison of complications
of
operative versus nonoperative
treatment.",/pubmed/10549705
4616,,"Urgent surgical stabilization of spinal
fractures in polytrauma patients.",/pubmed/10472098
4617,,"[Computer-assisted surgery: automated
screw placement in the vertebral
pedicle].",/pubmed/9882919
4618,,"Pedicle screw placement using image
guided techniques.",/pubmed/9755762
4619,,"Management options in thoracolumbar
burst fractures.",/pubmed/9637621
4620,,"Mechanical stability of the AO internal
spinal fixation system compared
with that of the Hartshill
rectangle and sublaminar wiring
in
the management of unstable
burst
fractures of the thoracic and
lumbar spine.",/pubmed/9460160
4621,,"[Significance of surgical treatment of
bursting fracture with CT
estimation analysis of the
anatomy
of pedicle of vertebral arch].",/pubmed/10374468
4622,,"Persistently electrified pedicle
stimulation instruments in
spinal
instrumentation. Technique
and
protocol development.",/pubmed/9051896
4623,,"Thoracolumbar fractures without
neurosurgical involvement:
surgical
or conservative treatment?",/pubmed/8913955
4624,,"Timing of surgical decompression and
fixation of acute spinal fractures.",/pubmed/8814573
4625,,"Reduction of bone retropulsed into the
spinal canal in thoracolumbar
vertebral body compression
burst
fractures. A prospective randomized
comparative study between
Harrington rods and two transpedicular devices.",/pubmed/7482020
4626,,"A comparison study of treatment of
thoracolumbar fractures using
the
ACE Posterior Segmental Fixator
and
Cotrel-Dubousset instrumentation.",/pubmed/7479408
4627,,"Surgical treatment alternatives for
fixation of unstable fractures
of
the thoracic and lumbar spine.
A
meta-analysis.",/pubmed/7817241
4628,,"[Single segment internal fixator device
in treatment of thoracolumbar
vertebral fractures].",/pubmed/8178177
4629,,"Ligamentotaxis with an internal spinal
fixator for thoracolumbar
fractures.",/pubmed/8300651
4630,,"Fixation of thoracolumbar fractures with
the Dick fixator: the influence
of
transpedicular bone grafting.",/pubmed/7874541
4631,,"Comparison of operative versus
nonoperative treatment of
lumbar
burst fractures.",/pubmed/8339471
4632,,"Transpedicular fixation in the treatment
of various spinal disorders.",/pubmed/8237236
4633,,"[Experimental trial of intraoperative
spinal ultrasound].",/pubmed/1439861
4634,,"Low lumbar burst fractures: comparison
between conservative and surgical
treatments.",/pubmed/1553331
4635,,"Operative treatment of unstable
thoracolumbar fractures by
the
posterior approach with the
use
of
Williams plates or Harrington
rods.",/pubmed/1428329
4636,,"Survivorship analysis of VSP spine
instrumentation in the treatment
of
thoracolumbar and lumbar burst
fractures.",/pubmed/1785100
4637,,"Results of Harrington instrumentation in
type A and type B burst fractures.",/pubmed/1806079
4638,,"Operative treatment of spinal fractures
with the AO internal fixator.",/pubmed/2028330
4639,,"Evaluation of surgical treatment for
burst fractures.",/pubmed/2218713
4640,,"A comparison of Harrington rod fixation
with and without segmental
wires
for unstable thoracolumbar
injuries.",/pubmed/2980072
4644,,"Posterior short-segmental fixation
combined with intermediate
screws
vs conventional intersegmental
fixation for monosegmental
thoracolumbar fractures.",/pubmed/21815582
4645,X,"АНАЛИЗ ТРАВМАТИЗМА У ВЫСОКОКВАЛИФИЦИРОВАННЫХ СПОРТСМЕНОК, ЗАНИМАЮЩИХСЯ ХУДОЖЕСТВЕННОЙ ГИМНАСТИКОЙ",https://elibrary.ru/item.asp?id=35355776
4646,X,"ДИАГНОСТИКА И ЛЕЧЕНИЕ ПОСТТРАВМАТИЧЕСКИХ
ДИАФРАГМАЛЬНЫХ ГРЫЖ",https://elibrary.ru/item.asp?id=35356768
4647,X,"ВЫБОР ТАКТИКИ ХИРУРГИЧЕСКОГО ЛЕЧЕНИЯ
ПАЦИЕНТОВ С МЕТАСТАЗАМИ РАКА
ПОЧКИ
В ПОЗВОНОЧНИКЕ",https://elibrary.ru/item.asp?id=35352019
4648,X,"HISTOCHEMICAL STUDY OF SKELETAL MUSCLES
IN EXPERIMENTAL SPINAL CORD
BLUNT
INJURY",https://elibrary.ru/item.asp?id=35352202
4649,X,"МЕТОДЫ ДИАГНОСТИКИ ПРИ ЧЕРЕПНО-МОЗГОВОЙ
ТРАВМЕ",https://elibrary.ru/item.asp?id=35352225
4650,X,"ЭКСПЕРИМЕНТАЛЬНОЕ ИССЛЕДОВАНИЕ
УЛЬТРАЗВУКОВОЙ ПЕРФОРАЦИИ
ПОЗВОНКОВ",https://elibrary.ru/item.asp?id=35353014
4651,X,"ПЕРВИЧНЫЕ РЕЗУЛЬТАТЫ АОРТО-БЕДРЕННОГО
ШУНТИРОВАНИЯ С ПРИМЕНЕНИЕМ
РОБОТ-АССИСТИРОВАННОЙ ХИРУРГИЧЕСКОЙ
СИСТЕМЫ DA VINCI",https://elibrary.ru/item.asp?id=35337804
4652,X,"КОМПЬЮТЕРНО-ТОМОГРАФИЧЕСКАЯ ДИАГНОСТИКА
ПОВРЕЖДЕНИЙ ГРУДНОГО ОТДЕЛА
АОРТЫ
У
ПОСТРАДАВШИХ С ТЯЖЕЛОЙ ЗАКРЫТОЙ
СОЧЕТАННОЙ ТРАВМОЙ",https://elibrary.ru/item.asp?id=35332787
4653,X,"ВОЗМОЖНОСТИ КОМПЬЮТЕРНОЙ ТОМОГРАФИИ В
ХАРАКТЕРИСТИКЕ СИНДРОМОВ ЦЕРВИКАЛЬНОЙ ТРАВМЫ",https://elibrary.ru/item.asp?id=35325117
4654,X,СЕМЕЙНЫЙ СЛУЧАЙ БОЛЕЗНИ МАЧАДО-ДЖОЗЕФА,https://elibrary.ru/item.asp?id=35317575
4655,X,МИГРАЦИЯ СЕТЧАТОГО ТИТАНОВОГО ЦИЛИНДРИЧЕСКОГО ИМПЛАНТАТА ПОСЛЕ МЕЖТЕЛОВОГО ПЕРЕДНЕГО СПОНДИЛОДЕЗА ПРИ ЛЕЧЕНИИ ПЕРЕЛОМОВ ПОЯСНИЧНЫХ ПОЗВОНКОВ,https://elibrary.ru/item.asp?id=35311328
4656,X,АЭРОБНАЯ РАБОТОСПОСОБНОСТЬ БАСКЕТБОЛИСТОВ-ПАРАЛИМПИЙЦЕВ,https://elibrary.ru/item.asp?id=35311335
4657,X,"ПРОФИЛАКТИКА ТРАВМАТИЗМА СУСТАВОВ В
ТЯЖЕЛОЙ АТЛЕТИКЕ",https://elibrary.ru/item.asp?id=35307224
4658,X,"FREQUENCY AND LOCALIZATION OF OSTEOPOROTIC FRACTURES DEPENDING ON AGE, BONE MINERAL DENSITY AND TRABECULAR BONE SCORE IN POSTMENOPAUSAL WOMEN OF UKRAINIAN COHORT",https://elibrary.ru/item.asp?id=35302069
4659,X,"РАДИОЧАСТОТНАЯ НЕЙРОАБЛЯЦИЯ В ЛЕЧЕНИИ
БОЛЕВОГО СИНДРОМА КРЕСТЦОВО-ПОДВЗДОШНОГО СУСТАВА",https://elibrary.ru/item.asp?id=35302070
4660,X,"DEVELOPMENT OF SYSTEMS FOR PHYSICAL
REHABILITATION AND EVALUATION
OF
THEIR EFFECTIVENESS IN POSTMENOPAUSAL WOMEN WITH OSTEOPOROSIS DEPENDING ON THE AGE AND NUMBER OF VERTEBRAL FRACTURES",https://elibrary.ru/item.asp?id=35302072
4661,X,OSTEOPOROSIS IN ONCOLOGY,https://elibrary.ru/item.asp?id=35302073
4662,X,"КОСТИ МОЕЙ БАБУШКИ, ИЛИ ПРОВЕРЬ СЕБЯ НА
ПРОЧНОСТЬ",https://elibrary.ru/item.asp?id=35302964
4663,X,"ФОРМИРОВАНИЕ АДАПТИВНЫХ И КОМПЕНСАТОРНЫХ
ВОЗМОЖНОСТЕЙ В ПРОЦЕССЕ ВОССТАНОВЛЕНИЯ ДВИГАТЕЛЬНЫХ ФУНКЦИЙ У СПОРТСМЕНОВ-ГИМНАСТОВ СО СПИННОМОЗГОВОЙ ТРАВМОЙ",https://elibrary.ru/item.asp?id=35303172
4664,X,"РАЗРАБОТКА КОНСТРУКЦИИ КРЕСЛА С
ПОВЫШЕННОЙ БЕЗОПАСНОСТЬЮ ДЛЯ
ПАССАЖИРСКОГО САМОЛЕТА",https://elibrary.ru/item.asp?id=35304040
4665,X,РЕТРОСПЕКТИВНЫЙ АНАЛИЗ НЕУДОВЛЕТВОРИТЕЛЬНЫХ РЕЗУЛЬТАТОВ ОПЕРАТИВНОГО ЛЕЧЕНИЯ ПАЦИЕНТОВ С ПЕРЕЛОМАМИ НА ФОНЕ ОСТЕОПОРОЗА,https://elibrary.ru/item.asp?id=35296705
4666,X,"EXPERIENCE OF SURGICAL TREATMENT OF
PECTUS EXCAVATUM IN CHILDREN",https://elibrary.ru/item.asp?id=35297093
4667,X,"РЕЗУЛЬТАТЫ ЭЗОФАГОПЛАСТИКИ У ДЕТЕЙ С
РУБЦОВЫМИ ПОСЛЕОЖОГОВЫМИ СТЕНОЗАМИ
ПИЩЕВОДА",https://elibrary.ru/item.asp?id=35297095
4668,X,КЛИНИКО-РЕНТГЕНОЛОГИЧЕСКАЯ ХАРАКТЕРИСТИКА ПАЦИЕНТОВ С ЦЕРВИКАЛЬНЫМ СИНДРОМОМ ПОСЛЕ ТРАВМЫ НАДПЛЕЧЬЯ,https://elibrary.ru/item.asp?id=35287793
4669,X,"ДИНАМИКА ОСТРОТЫ ЗРЕНИЯ У ШКОЛЬНИКОВ С
ПАТОЛОГИЕЙ НЕРВНОЙ СИСТЕМЫ",https://elibrary.ru/item.asp?id=35289151
4670,X,СЛУЧАЙ ХИРУРГИЧЕСКОГО ЛЕЧЕНИЯ ЗАПУЩЕННОГО ВРОЖДЕННОГО КИФОСКОЛИОЗА,https://elibrary.ru/item.asp?id=35289953
4671,X,"ПРОФИЛАКТИКА ТРАВМ И ОБОСТРЕНИЙ
ЗАБОЛЕВАНИЙ ПОЗВОНОЧНОГО СТОЛБА
В
ПРОЦЕССЕ СПОРТИВНОЙ ПОДГОТОВКИ",https://elibrary.ru/item.asp?id=35290358
4672,X,"ОПТИМИЗАЦИЯ ХИРУРГИЧЕСКОЙ КОРРЕКЦИИ
САГИТТАЛЬНОГО КОНТУРА ПОЗВОНОЧНО-ДВИГАТЕЛЬНОГО СЕГМЕНТА ПРИ ВЫПОЛНЕНИИ ВЕНТРАЛЬНОГО СУБАКСИАЛЬНОГО ЦЕРВИКОСПОНДИЛОДЕЗА",https://elibrary.ru/item.asp?id=35292839
4673,X,"ПОВРЕЖДЕНИЯ СТРУКТУР ЗАБРЮШИННОГО
ПРОСТРАНСТВА И ОРГАНОВ БРЮШНОЙ
ПОЛОСТИ ПРИ ОПЕРАЦИЯХ НА ПОЯСНИЧНОМ
ОТДЕЛЕ ПОЗВОНОЧНИКА",https://elibrary.ru/item.asp?id=35265378
4674,X,"ПОСТОЯННАЯ ЭПИДУРАЛЬНАЯ СТИМУЛЯЦИЯ
СПИННОГО МОЗГА В ЛЕЧЕНИИ ФАРМАКОРЕЗИСТЕНТНОЙ БОЛИ У ПАЦИЕНТОВ С СИНДРОМОМ НЕУДАЧНОЙ ОПЕРАЦИИ НА ПОЗВОНОЧНИКЕ",https://elibrary.ru/item.asp?id=35265379
4675,X,"ДИАГНОСТИКА, ПАТОГЕНЕЗ И ЛЕЧЕНИЕ
ПОВРЕЖДЕНИЙ ТВЕРДОЙ МОЗГОВОЙ
ОБОЛОЧКИ ПРИ ПОЗВОНОЧНО-СПИННОМОЗГОВОЙ ТРАВМЕ",https://elibrary.ru/item.asp?id=35265385
4676,X,ОЦЕНКА ЭФФЕКТИВНОСТИ МЕТОДА КИНЕЗИОТЕЙПИРОВАНИЯ ДЛЯ РАБИЛИТАЦИИ НЕКОТОЫХ ПАТОЛОГИЧЕСКИХ СОСТОЯНИЙ ОПОРНО-ДВИГАТЕЛЬНОЙ СИСТЕМЫ,https://elibrary.ru/item.asp?id=35256723
4677,X,"ЛУЧЕВАЯ ДИАГНОСТИКА ПОВРЕЖДЕНИЙ
МАГИСТРАЛЬНЫХ СОСУДОВ ПРИ
ОГНЕСТРЕЛЬНОЙ БОЕВОЙ ТРАВМЕ",https://elibrary.ru/item.asp?id=35255737
4678,X,"ЛУЧЕВАЯ ДИАГНОСТИКА СОСУДИСТОГО РУСЛА
ПРИ ОГНЕСТРЕЛЬНЫХ РАНЕНИЯХ
ШЕИ",https://elibrary.ru/item.asp?id=35255738
4679,X,"ЛУЧЕВАЯ ДИАГНОСТИКА ПОВРЕЖДЕНИЙ СОСУДОВ
ПРИ ОГНЕСТРЕЛЬНЫХ РАНЕНИЯХ
ГРУДНОЙ
КЛЕТКИ",https://elibrary.ru/item.asp?id=35255739
4680,,"ХИРУРГИЧЕСКОЕ ЛЕЧЕНИЕ ПОВРЕЖДЕНИЙ
ПОЗВОНОЧНИКА",https://elibrary.ru/item.asp?id=35255793
